Date,Open,High,Low,Close,Adj Close,Volume
2019-02-20,42.090000,42.480000,42.020000,42.419998,37.398102,10031600
2019-02-21,42.389999,42.520000,41.689999,41.959999,36.992558,9603600
2019-02-22,42.049999,42.240002,41.599998,41.790001,36.842690,10132100
2019-02-25,42.130001,42.860001,42.110001,42.189999,37.195332,10804700
2019-02-26,41.980000,42.680000,41.630001,42.410000,37.389290,10404400
2019-02-27,42.470001,42.709999,42.250000,42.560001,37.521534,6916600
2019-02-28,42.490002,42.619999,41.840000,41.980000,37.010197,12299900
2019-03-01,42.349998,42.869999,42.349998,42.500000,37.468628,12336100
2019-03-04,42.549999,43.099998,41.799999,42.000000,37.027821,12115100
2019-03-05,41.980000,42.040001,41.189999,41.900002,36.939659,10449100
2019-03-06,41.830002,42.090000,41.590000,41.619999,36.692810,7062700
2019-03-07,41.320000,41.349998,40.630001,41.169998,36.296082,12502100
2019-03-08,40.580002,41.500000,40.400002,41.360001,36.463585,11748400
2019-03-11,41.700001,42.209999,41.660000,41.849998,36.895580,7191600
2019-03-12,41.950001,42.189999,41.820000,42.029999,37.054264,7204400
2019-03-13,42.400002,42.650002,42.200001,42.410000,37.389290,9269000
2019-03-14,42.299999,42.919998,42.299999,42.689999,37.636139,8351200
2019-03-15,42.680000,43.470001,42.540001,43.330002,38.200378,18992600
2019-03-18,43.470001,44.209999,43.470001,44.029999,38.817509,10305900
2019-03-19,44.619999,44.889999,43.880001,43.950001,38.746971,12548500
2019-03-20,43.740002,43.799999,42.930000,43.029999,37.935890,15078500
2019-03-21,42.590000,43.630001,42.200001,43.130001,38.024052,14576200
2019-03-22,42.560001,42.720001,41.279999,41.720001,36.780972,25416800
2019-03-25,41.709999,41.930000,40.910000,41.250000,36.366608,14504100
2019-03-26,41.709999,42.230000,41.340000,41.880001,36.922035,9615400
2019-03-27,41.820000,42.049999,41.290001,41.369999,36.472401,11251600
2019-03-28,41.490002,41.970001,41.380001,41.930000,36.966110,8397000
2019-03-29,42.480000,42.630001,41.970001,42.200001,37.204151,11811400
2019-04-01,42.779999,43.950001,42.750000,43.529999,38.376698,25813300
2019-04-02,43.430000,43.889999,43.209999,43.700001,38.526569,13101200
2019-04-03,44.250000,44.639999,44.040001,44.380001,39.126072,11712100
2019-04-04,44.330002,45.240002,44.330002,44.930000,39.610950,9119900
2019-04-05,45.130001,45.380001,44.730000,44.900002,39.584503,8633900
2019-04-08,44.650002,44.990002,44.360001,44.980000,39.655037,10898900
2019-04-09,44.650002,44.669998,43.950001,44.259998,39.020267,7436200
2019-04-10,44.320000,44.619999,44.099998,44.450001,39.187790,6703400
2019-04-11,44.740002,45.080002,44.470001,44.799999,39.496342,7872700
2019-04-12,45.889999,47.070000,45.869999,46.689999,41.162594,21641900
2019-04-15,46.470001,46.790001,45.919998,46.080002,40.624809,11669000
2019-04-16,46.380001,47.090000,46.189999,47.020000,41.453529,13358600
2019-04-17,47.849998,48.549999,47.130001,48.259998,42.546734,19610000
2019-04-18,47.790001,48.139999,47.290001,47.549999,41.920792,19906500
2019-04-22,47.369999,47.450001,46.980000,47.290001,41.691570,7042100
2019-04-23,47.090000,47.450001,46.849998,47.349998,41.744461,8163700
2019-04-24,47.130001,47.610001,47.049999,47.380001,41.770912,9042500
2019-04-25,47.209999,47.740002,47.009998,47.290001,41.691570,5585900
2019-04-26,47.400002,47.919998,47.230000,47.889999,42.220528,7661100
2019-04-29,47.849998,48.669998,47.750000,48.459999,42.992371,9702200
2019-04-30,48.500000,48.619999,47.860001,48.250000,42.806072,8104600
2019-05-01,48.200001,48.619999,47.410000,47.570000,42.202782,9056300
2019-05-02,47.669998,48.029999,47.400002,47.810001,42.415714,7680500
2019-05-03,48.029999,48.490002,47.820000,48.060001,42.637512,5829700
2019-05-06,46.970001,47.860001,46.840000,47.709999,42.326996,6310000
2019-05-07,47.139999,47.200001,46.250000,46.709999,41.439827,10365100
2019-05-08,46.509998,47.189999,46.470001,46.529999,41.280128,7340300
2019-05-09,45.910000,46.490002,45.490002,46.450001,41.209156,8102300
2019-05-10,46.250000,46.419998,45.709999,46.340000,41.111565,9749200
2019-05-13,45.200001,45.270000,43.939999,44.180000,39.195282,16506200
2019-05-14,44.180000,44.590000,43.980000,44.009998,39.044453,17302200
2019-05-15,43.279999,44.279999,42.860001,43.900002,38.946873,10703100
2019-05-16,44.060001,44.720001,43.919998,44.279999,39.283993,9305000
2019-05-17,43.520000,44.320000,43.500000,43.880001,38.929119,8411700
2019-05-20,43.490002,44.160000,43.330002,43.869999,38.920250,8951600
2019-05-21,44.240002,44.529999,44.139999,44.389999,39.381584,5936200
2019-05-22,44.110001,44.299999,43.430000,43.490002,38.583130,10109600
2019-05-23,42.750000,42.820000,42.150002,42.709999,37.891132,13128900
2019-05-24,43.029999,43.200001,42.689999,42.959999,38.112923,6172300
2019-05-28,42.849998,43.070000,42.160000,42.169998,37.412052,10539500
2019-05-29,41.740002,42.240002,41.570000,42.189999,37.429806,9808700
2019-05-30,42.459999,42.630001,41.529999,41.830002,37.110420,7797200
2019-05-31,41.110001,41.279999,40.599998,40.689999,36.099052,11328600
2019-06-03,40.709999,41.090000,40.430000,40.730000,36.134529,10133200
2019-06-04,41.430000,42.570000,41.380001,42.480000,37.687084,11860900
2019-06-05,42.500000,42.669998,41.950001,42.430000,37.642727,6421300
2019-06-06,42.250000,42.990002,42.150002,42.810001,37.979847,5741500
2019-06-07,42.669998,43.070000,42.580002,42.700001,37.882256,7546200
2019-06-10,43.240002,43.840000,43.200001,43.290001,38.405701,8693100
2019-06-11,43.770000,44.180000,43.410000,43.669998,38.742809,10654600
2019-06-12,43.439999,43.439999,42.540001,42.619999,37.811291,8073800
2019-06-13,42.680000,43.220001,42.540001,42.950001,38.104057,7530900
2019-06-14,43.189999,43.220001,42.509998,42.820000,37.988720,7102600
2019-06-17,42.730000,43.080002,42.439999,42.509998,37.713707,5658700
2019-06-18,42.570000,43.810001,42.439999,43.340000,38.450050,10094500
2019-06-19,43.700001,43.910000,43.110001,43.139999,38.272614,8034300
2019-06-20,43.599998,43.950001,42.990002,43.459999,38.556511,9922800
2019-06-21,43.580002,44.169998,43.439999,43.580002,38.662968,18450800
2019-06-24,43.500000,43.900002,42.990002,43.070000,38.210514,8141400
2019-06-25,42.970001,43.000000,42.240002,42.660000,37.846775,10232900
2019-06-26,42.779999,43.290001,42.750000,42.990002,38.139549,7826400
2019-06-27,43.299999,43.650002,43.080002,43.490002,38.583130,7459800
2019-06-28,44.200001,44.570000,43.740002,43.810001,38.867016,15445600
2019-07-01,44.590000,45.060001,43.520000,43.950001,38.991226,12197700
2019-07-02,43.700001,43.930000,43.400002,43.830002,38.884766,8234800
2019-07-03,43.950001,44.150002,43.820000,43.990002,39.026711,4470800
2019-07-05,44.490002,44.820000,44.070000,44.209999,39.221893,6276000
2019-07-08,43.590000,43.959999,43.290001,43.490002,38.583130,7060200
2019-07-09,43.080002,43.869999,43.020000,43.779999,38.840401,5941900
2019-07-10,43.759998,43.980000,43.240002,43.310001,38.423435,5311000
2019-07-11,43.490002,44.330002,43.380001,44.180000,39.195282,8799200
2019-07-12,44.549999,44.900002,44.380001,44.869999,39.807423,9565700
2019-07-15,45.009998,45.009998,44.290001,44.430000,39.417076,7870700
2019-07-16,44.799999,45.060001,44.270000,44.430000,39.417076,10170900
2019-07-17,44.259998,44.320000,43.660000,43.770000,38.831539,9131800
2019-07-18,43.669998,44.520000,43.509998,44.430000,39.417076,11185800
2019-07-19,44.349998,44.709999,44.330002,44.389999,39.381584,10083600
2019-07-22,44.220001,44.599998,43.939999,44.500000,39.479176,7091800
2019-07-23,44.770000,45.290001,44.770000,45.099998,40.011475,9859600
2019-07-24,44.889999,45.709999,44.860001,45.500000,40.366341,8092200
2019-07-25,45.500000,45.570000,44.599998,44.869999,39.807423,8733800
2019-07-26,44.990002,45.770000,44.910000,45.740002,40.579269,8321000
2019-07-29,45.639999,45.730000,45.070000,45.230000,40.126808,8667000
2019-07-30,44.610001,44.849998,44.169998,44.669998,39.939049,7339100
2019-07-31,44.700001,44.990002,44.279999,44.560001,39.840698,8317100
2019-08-01,44.419998,44.740002,42.689999,42.930000,38.383327,12963900
2019-08-02,42.730000,42.750000,41.240002,42.119999,37.659115,16089900
2019-08-05,40.930000,41.000000,39.939999,40.490002,36.201752,15311100
2019-08-06,40.950001,41.330002,40.470001,41.220001,36.854435,10481200
2019-08-07,40.270000,40.660000,39.470001,40.560001,36.264339,14108500
2019-08-08,41.009998,41.459999,40.639999,41.270000,36.899139,9884400
2019-08-09,40.990002,41.820000,40.650002,41.500000,37.104786,11011400
2019-08-12,40.770000,40.900002,40.160000,40.360001,36.085514,8775000
2019-08-13,40.389999,41.330002,40.080002,40.689999,36.380566,10896700
2019-08-14,39.570000,39.570000,38.840000,39.330002,35.164597,17133400
2019-08-15,39.430000,39.590000,38.759998,39.099998,34.958958,10818600
2019-08-16,39.529999,40.189999,39.419998,39.939999,35.709991,9742800
2019-08-19,40.740002,40.830002,40.230000,40.369999,36.094456,7803000
2019-08-20,40.040001,40.290001,39.830002,39.900002,35.674232,11350000
2019-08-21,40.480000,40.529999,39.830002,39.939999,35.709991,9876100
2019-08-22,40.360001,40.419998,39.919998,40.270000,36.005043,8126000
2019-08-23,40.049999,40.400002,39.110001,39.330002,35.164597,12310800
2019-08-26,39.840000,40.270000,39.700001,40.160000,35.906704,10408600
2019-08-27,40.250000,40.340000,39.450001,39.790001,35.575882,8742900
2019-08-28,39.400002,40.700001,39.349998,40.380001,36.103397,9881900
2019-08-29,40.889999,41.500000,40.869999,41.290001,36.917023,12191900
2019-08-30,41.680000,41.869999,41.299999,41.490002,37.095837,7427000
2019-09-03,41.040001,41.090000,40.349998,40.990002,36.648792,8675300
2019-09-04,41.439999,41.689999,41.299999,41.529999,37.131599,6829900
2019-09-05,42.299999,43.110001,42.299999,42.470001,37.972042,8101600
2019-09-06,42.470001,42.549999,42.009998,42.180000,37.712761,7012700
2019-09-09,42.540001,43.490002,42.540001,43.110001,38.544262,11888800
2019-09-10,43.279999,43.810001,43.060001,43.580002,38.964489,12292700
2019-09-11,43.740002,43.939999,43.209999,43.939999,39.286362,9877900
2019-09-12,43.509998,44.439999,43.380001,44.320000,39.626114,13254300
2019-09-13,44.950001,45.450001,44.730000,45.160000,40.377148,11364500
2019-09-16,44.490002,45.049999,44.349998,44.750000,40.010582,6289800
2019-09-17,44.500000,44.500000,43.549999,44.209999,39.527771,9768500
2019-09-18,43.910000,44.490002,43.650002,44.360001,39.661880,8283800
2019-09-19,44.209999,44.470001,43.910000,44.020000,39.357891,6403500
2019-09-20,44.220001,44.599998,43.630001,43.669998,39.044952,22404600
2019-09-23,43.270000,43.779999,42.939999,43.560001,38.946609,7114600
2019-09-24,43.770000,43.770000,42.369999,42.540001,38.034630,11246400
2019-09-25,42.349998,43.160000,42.349998,43.040001,38.481678,6909400
2019-09-26,42.959999,43.009998,42.580002,42.619999,38.106167,5343800
2019-09-27,42.959999,43.180000,42.500000,42.840000,38.302860,8005200
2019-09-30,43.070000,43.200001,42.580002,42.669998,38.150867,6213700
2019-10-01,42.509998,42.650002,41.250000,41.380001,36.997486,13437200
2019-10-02,41.040001,41.090000,40.090000,40.230000,35.969280,12052500
2019-10-03,40.049999,40.299999,39.299999,40.250000,35.987164,12293600
2019-10-04,40.340000,40.820000,40.180000,40.779999,36.461029,5631400
2019-10-07,40.599998,41.110001,40.549999,40.680000,36.371624,6323600
2019-10-08,40.049999,40.200001,39.689999,39.820000,35.602711,8309000
2019-10-09,40.189999,40.650002,40.029999,40.439999,36.157036,8955700
2019-10-10,40.860001,41.410000,40.750000,41.049999,36.702435,8207100
2019-10-11,42.000000,42.590000,41.900002,41.930000,37.489239,14914600
2019-10-14,41.770000,42.310001,41.680000,42.250000,37.775349,6644500
2019-10-15,42.389999,42.919998,41.910000,42.529999,38.025692,10112800
2019-10-16,42.590000,43.150002,42.450001,42.790001,38.258156,10088900
2019-10-17,44.369999,44.500000,43.439999,43.439999,38.839317,17965100
2019-10-18,43.529999,43.860001,43.230000,43.660000,39.036022,10493900
2019-10-21,44.080002,45.090000,44.080002,44.980000,40.216217,14244800
2019-10-22,44.849998,45.619999,44.570000,45.380001,40.573849,12366600
2019-10-23,45.130001,45.930000,45.099998,45.910000,41.047718,8328000
2019-10-24,46.000000,46.130001,45.509998,45.759998,40.913605,7469800
2019-10-25,45.700001,46.459999,45.610001,46.369999,41.459007,9576400
2019-10-28,46.490002,47.160000,46.470001,46.840000,41.879227,10276000
2019-10-29,46.529999,46.930000,46.529999,46.830002,41.870281,7773600
2019-10-30,46.259998,46.290001,45.830002,46.259998,41.672100,7101400
2019-10-31,45.950001,46.259998,45.330002,46.049999,41.482929,9414100
2019-11-01,46.520000,47.400002,46.459999,47.330002,42.635986,9765900
2019-11-04,47.990002,49.000000,47.880001,48.830002,43.987225,15965900
2019-11-05,48.970001,49.889999,48.680000,48.750000,43.915157,13894100
2019-11-06,48.740002,48.799999,48.240002,48.560001,43.743996,7872400
2019-11-07,49.119999,49.580002,48.570000,48.660000,43.834080,14501500
2019-11-08,48.639999,49.150002,48.290001,49.150002,44.275486,7966500
2019-11-11,48.860001,49.389999,48.709999,49.090000,44.221432,7107500
2019-11-12,49.070000,49.209999,48.770000,49.009998,44.149364,6400700
2019-11-13,48.520000,48.580002,48.189999,48.389999,43.590858,7022000
2019-11-14,48.320000,48.720001,48.209999,48.610001,43.789047,5836600
2019-11-15,48.869999,49.160000,48.720001,48.990002,44.131355,6439000
2019-11-18,48.840000,49.090000,48.560001,49.029999,44.167393,6446900
2019-11-19,49.220001,49.599998,49.209999,49.330002,44.437637,6980100
2019-11-20,48.959999,49.110001,48.389999,49.099998,44.230446,9138700
2019-11-21,49.250000,49.340000,48.730000,48.840000,43.996227,8353600
2019-11-22,48.939999,49.259998,48.820000,49.250000,44.365570,6609800
2019-11-25,49.349998,49.980000,49.320000,49.959999,45.005150,8461000
2019-11-26,49.919998,49.930000,49.070000,49.410000,44.509697,10360600
2019-11-27,49.630001,49.869999,49.500000,49.779999,44.843002,8614000
2019-11-29,49.700001,49.720001,49.369999,49.480000,44.572754,4138400
2019-12-02,49.580002,49.959999,49.060001,49.080002,44.212433,8117100
2019-12-03,48.410000,48.439999,47.439999,48.110001,43.338623,12217700
2019-12-04,48.360001,49.090000,48.169998,48.840000,43.996227,8608400
2019-12-05,49.139999,49.259998,48.950001,49.070000,44.203419,6680700
2019-12-06,49.840000,50.240002,49.730000,49.799999,44.861023,9487300
2019-12-09,49.529999,49.900002,49.430000,49.599998,44.680855,6382300
2019-12-10,49.529999,49.930000,49.270000,49.669998,44.743916,10009600
2019-12-11,49.660000,49.790001,49.419998,49.450001,44.545738,6296300
2019-12-12,49.650002,50.869999,49.470001,50.689999,45.662746,11553400
2019-12-13,50.740002,51.150002,50.139999,50.240002,45.257378,10191200
2019-12-16,50.770000,51.119999,50.599998,50.720001,45.689777,11007500
2019-12-17,50.820000,51.220001,50.770000,50.900002,45.851925,10446000
2019-12-18,51.000000,51.119999,50.639999,50.660000,45.635727,9513000
2019-12-19,50.650002,51.000000,50.549999,50.860001,45.815895,9222000
2019-12-20,51.439999,51.439999,50.660000,50.689999,45.662746,18742900
2019-12-23,50.910000,51.099998,50.709999,50.720001,45.689777,6547600
2019-12-24,50.830002,50.930000,50.570000,50.689999,45.662746,2087800
2019-12-26,50.970001,51.290001,50.860001,51.110001,46.041100,5517400
2019-12-27,51.330002,51.330002,50.930000,51.090000,46.023087,4116900
2019-12-30,51.360001,51.380001,50.919998,50.959999,45.905975,4532800
2019-12-31,50.959999,51.130001,50.740002,51.119999,46.050098,5131600
2020-01-02,51.200001,52.060001,51.169998,52.040001,46.878868,7808000
2020-01-03,51.220001,51.450001,50.830002,51.200001,46.122177,6706000
2020-01-06,50.669998,51.040001,50.459999,51.020000,45.960026,7476700
2020-01-07,51.040001,51.189999,50.709999,50.919998,45.869938,4538100
