Date,Open,High,Low,Close,Adj Close,Volume
2018-06-25,224.500000,225.139999,220.389999,221.539993,198.519348,3817700
2018-06-26,221.779999,222.800003,219.119995,221.580002,198.555206,2692900
2018-06-27,221.479996,225.470001,220.139999,220.179993,197.300659,3104200
2018-06-28,220.250000,224.660004,219.580002,223.419998,200.204025,3072600
2018-06-29,224.399994,225.169998,220.449997,220.570007,197.650162,3393700
2018-07-02,219.750000,223.339996,218.889999,223.259995,200.060623,1723200
2018-07-03,224.460007,224.639999,219.990005,220.380005,197.479874,1204400
2018-07-05,221.500000,222.139999,219.779999,220.740005,197.802490,2218200
2018-07-06,220.539993,223.199997,219.880005,221.789993,198.743393,1846400
2018-07-09,223.360001,228.199997,223.000000,227.990005,204.299164,2743900
2018-07-10,228.000000,228.869995,225.850006,226.850006,203.277618,2524800
2018-07-11,225.759995,227.250000,225.199997,225.660004,202.211227,2527000
2018-07-12,227.639999,227.800003,225.770004,227.220001,203.609177,2223100
2018-07-13,226.630005,228.619995,223.929993,226.410004,202.883331,2541500
2018-07-16,227.199997,231.440002,226.740005,231.440002,207.390640,3271200
2018-07-17,231.479996,233.229996,226.869995,231.020004,207.014267,9280200
2018-07-18,232.339996,233.720001,230.149994,231.240005,207.211395,6149900
2018-07-19,231.110001,231.990005,228.979996,229.630005,205.768707,4638500
2018-07-20,229.009995,232.050003,228.800003,231.690002,207.614670,2683500
2018-07-23,231.800003,234.860001,231.720001,233.759995,209.469559,2788500
2018-07-24,234.750000,237.479996,234.339996,235.880005,211.369263,2887400
2018-07-25,235.009995,236.850006,233.949997,236.690002,212.095108,2181500
2018-07-26,237.000000,238.339996,236.429993,237.110001,212.471451,1885500
2018-07-27,237.960007,238.800003,235.990005,237.639999,212.946365,1998200
2018-07-30,238.000000,239.729996,236.889999,238.949997,214.120224,2454100
2018-07-31,239.500000,239.500000,236.550003,237.429993,212.758133,2503700
2018-08-01,238.500000,239.399994,235.779999,236.039993,211.512634,2510500
2018-08-02,233.929993,235.210007,232.770004,233.990005,209.675659,2579700
2018-08-03,234.440002,235.520004,233.490005,234.089996,209.765259,3053100
2018-08-06,234.139999,236.979996,234.029999,235.929993,211.414063,2259600
2018-08-07,237.250000,239.460007,236.490005,237.830002,213.116638,2399500
2018-08-08,238.119995,239.160004,236.229996,236.369995,211.808350,2522400
2018-08-09,236.350006,236.850006,233.389999,233.779999,209.487442,2951900
2018-08-10,230.970001,231.460007,228.110001,229.610001,205.750793,3863400
2018-08-13,229.490005,229.889999,226.570007,226.860001,203.286545,2662700
2018-08-14,227.350006,230.369995,227.300003,229.559998,205.705978,2359000
2018-08-15,229.350006,231.539993,228.309998,229.250000,205.428192,3218500
